text,label,predicted,probabilities,confidence,is_correct
深入稳步开始整齐有序全面展开,0,0,"[0.9999663829803467, 3.36594894179143e-05]",0.9999663829803467,True
需要环境保护,0,0,"[0.9999490976333618, 5.0920316425617784e-05]",0.9999490976333618,True
继续实事求是,0,0,"[0.9999585151672363, 4.1437535401200876e-05]",0.9999585151672363,True
先这样吧全面展开,0,0,"[0.9999594688415527, 4.056957914144732e-05]",0.9999594688415527,True
继续大数据,0,0,"[0.9999586343765259, 4.135404742555693e-05]",0.9999586343765259,True
继续过得怎么样,0,0,"[0.9999579191207886, 4.205298682791181e-05]",0.9999579191207886,True
深入正在文明礼貌稳步发展持续推进,0,0,"[0.9999663829803467, 3.3614738640608266e-05]",0.9999663829803467,True
持续继续别太累了,0,0,"[0.9999593496322632, 4.062447260366753e-05]",0.9999593496322632,True
我是狗,1,1,"[4.3273332266835496e-05, 0.9999567270278931]",0.9999567270278931,True
机器学习,0,0,"[0.9998047947883606, 0.00019526187679730356]",0.9998047947883606,True
全面计算机视觉,0,0,"[0.9998975992202759, 0.00010239374387310818]",0.9998975992202759,True
舒适宜人,0,0,"[0.999925971031189, 7.39858005545102e-05]",0.999925971031189,True
要照顾好自己中全面展开持续推进,0,0,"[0.9999676942825317, 3.2353855203837156e-05]",0.9999676942825317,True
服务业提质增效,0,0,"[0.9999548196792603, 4.513273961492814e-05]",0.9999548196792603,True
需要清洁能源,0,0,"[0.9999537467956543, 4.626387089956552e-05]",0.9999537467956543,True
傻瓜蛋,1,1,"[3.751407712115906e-05, 0.9999624490737915]",0.9999624490737915,True
医疗卫生服务改善完成,0,0,"[0.9999592304229736, 4.07533734687604e-05]",0.9999592304229736,True
正在5G技术,0,0,"[0.9999301433563232, 6.989243411226198e-05]",0.9999301433563232,True
深入开始近来可好,0,0,"[0.9999650716781616, 3.4979660995304585e-05]",0.9999650716781616,True
绿色发展完成,0,0,"[0.9999618530273438, 3.809438567259349e-05]",0.9999618530273438,True
持续感谢分享中稳步发展,0,0,"[0.9999630451202393, 3.693799226311967e-05]",0.9999630451202393,True
开始智能制造推动效率提升持续推进,0,0,"[0.9999678134918213, 3.2207502954406664e-05]",0.9999678134918213,True
要照顾好自己,0,0,"[0.9965952038764954, 0.003404732793569565]",0.9965952038764954,True
正在一定一定,0,0,"[0.999961256980896, 3.870888031087816e-05]",0.999961256980896,True
傻帽,1,1,"[3.8792804843978956e-05, 0.999961256980896]",0.999961256980896,True
雄伟壮丽完成,0,0,"[0.9999477863311768, 5.225017594057135e-05]",0.9999477863311768,True
深入实事求是中,0,0,"[0.9999630451202393, 3.70057241525501e-05]",0.9999630451202393,True
傻透,1,1,"[4.050038114655763e-05, 0.9999594688415527]",0.9999594688415527,True
继续开拓创新,0,0,"[0.9999592304229736, 4.081946099177003e-05]",0.9999592304229736,True
开始兢兢业业,0,0,"[0.9999520778656006, 4.7899538913043216e-05]",0.9999520778656006,True
公共服务持续改善全面展开,0,0,"[0.9999651908874512, 3.4867127396864817e-05]",0.9999651908874512,True
需要mark,0,0,"[0.9997788071632385, 0.00022124841052573174]",0.9997788071632385,True
滚粗,1,1,"[5.025483187637292e-05, 0.9999496936798096]",0.9999496936798096,True
开始社会保障体系完善持续推进,0,0,"[0.9999632835388184, 3.6770736187463626e-05]",0.9999632835388184,True
我要发泄,1,1,"[7.167062722146511e-05, 0.99992835521698]",0.99992835521698,True
正在支持一下持续推进,0,0,"[0.9999673366546631, 3.260330413468182e-05]",0.9999673366546631,True
回见,0,0,"[0.9687226414680481, 0.03127739951014519]",0.9687226414680481,True
劳资,1,1,"[7.793224358465523e-05, 0.9999220371246338]",0.9999220371246338,True
继续看看就好,0,0,"[0.99994957447052, 5.037161463405937e-05]",0.99994957447052,True
深入全面正在早上好,0,0,"[0.9999639987945557, 3.6030465707881376e-05]",0.9999639987945557,True
正在生机勃勃稳步发展,0,0,"[0.9999659061431885, 3.406238101888448e-05]",0.9999659061431885,True
继续发展机遇共同分享,0,0,"[0.999964714050293, 3.533009657985531e-05]",0.999964714050293,True
需要气候变化,0,0,"[0.9999321699142456, 6.777115049771965e-05]",0.9999321699142456,True
正在充满希望,0,0,"[0.9999624490737915, 3.7531433918047696e-05]",0.9999624490737915,True
继续城市治理水平提升全面展开,0,0,"[0.9999661445617676, 3.388690674910322e-05]",0.9999661445617676,True
深入开始边缘计算,0,0,"[0.9999591112136841, 4.082953819306567e-05]",0.9999591112136841,True
三连,0,1,"[0.05871206149458885, 0.9412878751754761]",0.9412878751754761,False
全面过得怎么样,0,0,"[0.9999556541442871, 4.4401884224498644e-05]",0.9999556541442871,True
傻.逼,1,1,"[3.8257232517935336e-05, 0.9999617338180542]",0.9999617338180542,True
稳步需要大数据,0,0,"[0.9999644756317139, 3.5570872569223866e-05]",0.9999644756317139,True
持续文化产业蓬勃发展,0,0,"[0.9999614953994751, 3.854385795420967e-05]",0.9999614953994751,True
持续正在身体还好吧,0,0,"[0.9999594688415527, 4.055464523844421e-05]",0.9999594688415527,True
全面建议涨知识,0,0,"[0.9999525547027588, 4.741471275337972e-05]",0.9999525547027588,True
不错哦,0,0,"[0.9998979568481445, 0.00010207787272520363]",0.9998979568481445,True
持续奥利给完成全面展开全面展开,0,0,"[0.999961256980896, 3.873151581501588e-05]",0.999961256980896,True
继续资产配置,0,0,"[0.9999326467514038, 6.738270167261362e-05]",0.9999326467514038,True
持续正在昂首阔步,0,0,"[0.9999666213989258, 3.3378546504536644e-05]",0.9999666213989258,True
正在智慧城市建设加速,0,0,"[0.9999611377716064, 3.889544677804224e-05]",0.9999611377716064,True
开始舒适宜人,0,0,"[0.9999504089355469, 4.9557998863747343e-05]",0.9999504089355469,True
杭州医疗发展良好,0,0,"[0.9999572038650513, 4.2746491089928895e-05]",0.9999572038650513,True
土爆,1,1,"[3.8776121073169634e-05, 0.999961256980896]",0.999961256980896,True
稳步正在和衷共济,0,0,"[0.9999662637710571, 3.375441156094894e-05]",0.9999662637710571,True
正在秀丽优美全面展开,0,0,"[0.9999656677246094, 3.434124664636329e-05]",0.9999656677246094,True
持续开始留个言,0,0,"[0.999957799911499, 4.215802619000897e-05]",0.999957799911499,True
需要优质服务,0,0,"[0.9999481439590454, 5.1811355660902336e-05]",0.9999481439590454,True
正在自然语言处理全面展开,0,0,"[0.9999536275863647, 4.637558231479488e-05]",0.9999536275863647,True
鸡巴毛,1,1,"[3.69332374248188e-05, 0.9999630451202393]",0.9999630451202393,True
深入请问全面展开,0,0,"[0.9999654293060303, 3.4606189728947356e-05]",0.9999654293060303,True
你好啊持续推进,0,0,"[0.999966025352478, 3.400632704142481e-05]",0.999966025352478,True
养老服务质量提升中,0,0,"[0.9999531507492065, 4.68994039692916e-05]",0.9999531507492065,True
继续身体还好吧持续推进全面展开,0,0,"[0.9999666213989258, 3.338415262987837e-05]",0.9999666213989258,True
继续人工智能持续推进,0,0,"[0.9999650716781616, 3.4923432394862175e-05]",0.9999650716781616,True
我不服气,1,1,"[5.703319766325876e-05, 0.9999430179595947]",0.9999430179595947,True
文化产业蓬勃发展,0,0,"[0.9999527931213379, 4.7230456402758136e-05]",0.9999527931213379,True
稳步继续没关系,0,0,"[0.9999617338180542, 3.829435081570409e-05]",0.9999617338180542,True
需要清新怡人稳步发展,0,0,"[0.9999654293060303, 3.453316821833141e-05]",0.9999654293060303,True
同心协力中,0,0,"[0.99996018409729, 3.9761554944561794e-05]",0.99996018409729,True
持续持续进步,0,0,"[0.9999639987945557, 3.6025725421495736e-05]",0.9999639987945557,True
持续持续雄伟壮丽中全面展开,0,0,"[0.9999641180038452, 3.587624814826995e-05]",0.9999641180038452,True
特么该,1,1,"[3.960647154599428e-05, 0.9999604225158691]",0.9999604225158691,True
继续学习了稳步发展,0,0,"[0.9999641180038452, 3.5881035728380084e-05]",0.9999641180038452,True
供给侧改革完成,0,0,"[0.9999538660049438, 4.615493890014477e-05]",0.9999538660049438,True
数字经济驱动转型升级中,0,0,"[0.9999629259109497, 3.705007111420855e-05]",0.9999629259109497,True
很二,1,1,"[4.344899207353592e-05, 0.9999566078186035]",0.9999566078186035,True
需要同舟共济,0,0,"[0.9999610185623169, 3.8997364754322916e-05]",0.9999610185623169,True
闺蜜说,1,1,"[0.0002463993732817471, 0.9997536540031433]",0.9997536540031433,True
继续优质服务持续推进,0,0,"[0.9999668598175049, 3.318215749459341e-05]",0.9999668598175049,True
稳步稳步持续正在昂首阔步稳步发展,0,0,"[0.9999679327011108, 3.208726775483228e-05]",0.9999679327011108,True
操你妈逼,1,1,"[3.796289092861116e-05, 0.9999620914459229]",0.9999620914459229,True
勇于进取中稳步发展,0,0,"[0.9999657869338989, 3.424216265557334e-05]",0.9999657869338989,True
那谁谁,1,1,"[4.28903877036646e-05, 0.9999570846557617]",0.9999570846557617,True
娘娘腔,1,1,"[3.820775236818008e-05, 0.9999617338180542]",0.9999617338180542,True
开始公共服务持续改善,0,0,"[0.9999673366546631, 3.261120218667202e-05]",0.9999673366546631,True
我愤怒,1,1,"[4.314612669986673e-05, 0.9999568462371826]",0.9999568462371826,True
全面正在收藏先全面展开持续推进持续推进,0,0,"[0.9999581575393677, 4.179040843155235e-05]",0.9999581575393677,True
j8,1,1,"[0.0004894225276075304, 0.9995105266571045]",0.9995105266571045,True
全面稳步继续不好意思,0,0,"[0.999964714050293, 3.528740126057528e-05]",0.999964714050293,True
全面正在合作共赢成果丰硕稳步发展,0,0,"[0.9999667406082153, 3.326246951473877e-05]",0.9999667406082153,True
深入继续稳步前进持续推进,0,0,"[0.9999679327011108, 3.209776332369074e-05]",0.9999679327011108,True
鸟样,1,1,"[4.539829751593061e-05, 0.9999545812606812]",0.9999545812606812,True
需要再联系,0,0,"[0.999954104423523, 4.585153510561213e-05]",0.999954104423523,True
深入全面先这样吧全面展开,0,0,"[0.999966025352478, 3.397562977625057e-05]",0.999966025352478,True
啥也不是完成,0,0,"[0.9998633861541748, 0.00013657989620696753]",0.9998633861541748,True
持续需要气势恢宏持续推进,0,0,"[0.9999675750732422, 3.2425698009319603e-05]",0.9999675750732422,True
糊涂虫,1,1,"[3.944521813536994e-05, 0.9999605417251587]",0.9999605417251587,True
