text,label,predicted,probabilities,confidence,is_correct
艰不拆吧,1,1,"[0.025434020906686783, 0.9745659828186035]",0.9745659828186035,True
就是嫉我户口本可以翻页（说他是孤儿）,1,1,"[0.03161974623799324, 0.968380331993103]",0.968380331993103,True
你.看上去.好.眼熟.像.我.昨天.扔出去.的.那袋.垃圾,1,1,"[0.024405494332313538, 0.9755944609642029]",0.9755944609642029,True
记得|下点|调料|，|这样|你家|人|吃|起来|才|会|有|味道,1,0,"[0.7034438848495483, 0.2965560853481293]",0.7034438848495483,False
"我们#要#向前#看#,#不错#过些#歪#瓜劣#枣#怎么#知道#什么#是#好#的#。",1,1,"[0.31663596630096436, 0.6833640336990356]",0.6833640336990356,True
祝你们不孕不育，儿孙满堂。啊,1,0,"[0.8757525086402893, 0.12424754351377487]",0.8757525086402893,False
二|大爷,1,1,"[0.015764327719807625, 0.9842356443405151]",0.9842356443405151,True
特别瞎搞,1,1,"[0.015098245814442635, 0.9849017262458801]",0.9849017262458801,True
注意饮食卫生 ,0,0,"[0.974726676940918, 0.025273336097598076]",0.974726676940918,True
傻逼年年有，今今年大丰收,1,1,"[0.015027150511741638, 0.9849728345870972]",0.9849728345870972,True
社会发展更加和谐 ,0,0,"[0.9836081862449646, 0.016391826793551445]",0.9836081862449646,True
你美的像只鸡🐔,1,1,"[0.013756584376096725, 0.9862434267997742]",0.9862434267997742,True
非常别人站着赚钱， 你躺着。,1,1,"[0.041526321321725845, 0.9584737420082092]",0.9584737420082092,True
内镜检查可直接观察消化道、呼吸道等内部情况，如胃镜、肠镜、支气管镜等 ,0,0,"[0.989854633808136, 0.010145423002541065]",0.989854633808136,True
别人站着赚钱， 你躺着。啊,1,1,"[0.0330677293241024, 0.9669322371482849]",0.9669322371482849,True
好你屌,1,1,"[0.01529921218752861, 0.9847007989883423]",0.9847007989883423,True
挺~逗,1,1,"[0.015059636905789375, 0.9849403500556946]",0.9849403500556946,True
傻逼年年有，今年大丰收吧,1,1,"[0.013234063051640987, 0.98676598072052]",0.98676598072052,True
就是嫉妒我户口本可可以翻页（说他是孤儿）,1,1,"[0.03037245012819767, 0.9696275591850281]",0.9696275591850281,True
没没皮没脸,1,1,"[0.018437836319208145, 0.9815621972084045]",0.9815621972084045,True
关注行业趋势，提前做好准备 ,0,0,"[0.9890269637107849, 0.010973055846989155]",0.9890269637107849,True
活该单身,1,1,"[0.01689222641289234, 0.9831078052520752]",0.9831078052520752,True
Humanization of medical nursing services focuses on patients' feelings. Medical nursing services humanization: medical nursing services humanization; patients' feelings: patients' feelings ,0,0,"[0.9788903594017029, 0.021109648048877716]",0.9788903594017029,True
你 想 多 了,1,1,"[0.3407481610774994, 0.659251868724823]",0.659251868724823,True
"非常我的天呐,你一定是吃了放在肮脏的桌子上的发霉的绿色面包,才会眨着美丽的大眼睛说出长沙臭豆腐一样臭的话!",1,1,"[0.031154684722423553, 0.9688453674316406]",0.9688453674316406,True
我#笑#了,1,1,"[0.096366286277771, 0.903633713722229]",0.903633713722229,True
恶心的🐎🐎给恶心开门、恶心到家了……,1,1,"[0.013971533626317978, 0.9860284924507141]",0.9860284924507141,True
太疯了吧,1,1,"[0.017200682312250137, 0.9827993512153625]",0.9827993512153625,True
你想多了呢,1,1,"[0.3148023784160614, 0.685197651386261]",0.685197651386261,True
真想~把~你~的~头~扭~下来~放在~洗衣机~里~搅~一~搅~，~刚好~能~洗~一缸~衣服~，~虽然~有点~臭~，~但~节约~水资源~刻不容缓~。,1,1,"[0.45187613368034363, 0.548123836517334]",0.548123836517334,True
俗不可耐,1,1,"[0.026111498475074768, 0.9738885164260864]",0.9738885164260864,True
非常你再骂？信不信👴把你脑袋拧下来当夜壶？！,1,1,"[0.01184799987822771, 0.9881519675254822]",0.9881519675254822,True
积极参与项目设计，发挥创意才能 ,0,0,"[0.9847598671913147, 0.015240125358104706]",0.9847598671913147,True
免疫治疗激发人体免疫 ,0,0,"[0.9886866807937622, 0.011313343420624733]",0.9886866807937622,True
《商务邀请函回复时间要求》：明确商务邀请函回复时间要求，提高回复效率 ,0,0,"[0.9859007000923157, 0.014099269174039364]",0.9859007000923157,True
真艰不拆,1,1,"[0.026879776269197464, 0.9731202721595764]",0.9731202721595764,True
作不死,1,1,"[0.014817949384450912, 0.985181987285614]",0.985181987285614,True
你+再+骂+？+信不信+👴+把+你+脑袋+拧下来+当+夜壶+？+！,1,1,"[0.011836159974336624, 0.9881638884544373]",0.9881638884544373,True
尘归尘 土归土 把你骨灰扬了都不配做PM2.5,1,1,"[0.0658063143491745, 0.9341936707496643]",0.9341936707496643,True
装比,1,1,"[0.02135123498737812, 0.9786487221717834]",0.9786487221717834,True
太没人理,1,1,"[0.022539356723427773, 0.9774606227874756]",0.9774606227874756,True
别人站着赚钱， 你躺着。,1,1,"[0.07424776256084442, 0.9257522821426392]",0.9257522821426392,True
牛逼牛,1,1,"[0.014987572096288204, 0.985012412071228]",0.985012412071228,True
保持良好心态有益健康 ,0,0,"[0.9880793690681458, 0.01192060299217701]",0.9880793690681458,True
砍死他,1,1,"[0.012409196235239506, 0.9875907897949219]",0.9875907897949219,True
好家家伙，你自己拍全家福挺孤单吧,1,1,"[0.2807132601737976, 0.7192867398262024]",0.7192867398262024,True
感恩那些默默付出的人 ,0,0,"[0.987369954586029, 0.01263003796339035]",0.987369954586029,True
挺槽,1,1,"[0.016263922676444054, 0.9837360978126526]",0.9837360978126526,True
特别你再骂？信不信👴把你脑袋拧下来当夜壶？！,1,1,"[0.01219229493290186, 0.9878076910972595]",0.9878076910972595,True
文化交流日益频繁 ,0,0,"[0.9844842553138733, 0.015515732578933239]",0.9844842553138733,True
他很棒，好吗,0,0,"[0.9940297603607178, 0.005970215890556574]",0.9940297603607178,True
我有空的时候会去逛商场，购买自己喜欢的物品 ,0,0,"[0.9932217597961426, 0.006778184790164232]",0.9932217597961426,True
Innovative humanistic care of medical nursing reflects nursing warmth. Medical nursing humanistic care innovation: medical nursing humanistic care innovation; nursing warmth: nursing warmth ,0,0,"[0.9838598966598511, 0.016140084713697433]",0.9838598966598511,True
龟孙子的,1,1,"[0.015906136482954025, 0.9840938448905945]",0.9840938448905945,True
医院提升医院医疗技术创新能力和水平的激励机制建设，激发医务人员的创新积极性 ,0,0,"[0.9871391654014587, 0.012860835529863834]",0.9871391654014587,True
我喷,1,1,"[0.022349553182721138, 0.9776504039764404]",0.9776504039764404,True
教育改革更加深化 ,0,0,"[0.9749128222465515, 0.025087211281061172]",0.9749128222465515,True
太就是嫉妒我户口本可以翻页（说他是孤儿）,1,1,"[0.020586036145687103, 0.9794139266014099]",0.9794139266014099,True
记得下点调料，这样家人吃起来才会有味道,1,0,"[0.9940272569656372, 0.005972683895379305]",0.9940272569656372,False
制药企业加强药品研发项目风险管理策略优化活动，不断完善风险管理策略 ,0,0,"[0.9842967391014099, 0.015703296288847923]",0.9842967391014099,True
自嗨吧,1,1,"[0.02272847481071949, 0.977271556854248]",0.977271556854248,True
你的智商跟冬天黑龙江的温度一样。。,1,1,"[0.04902877286076546, 0.9509711861610413]",0.9509711861610413,True
特别制杖,1,0,"[0.8162624835968018, 0.18373751640319824]",0.8162624835968018,False
真想把你的头扭下来来放在洗衣机里搅一搅，刚好能洗一缸衣服，虽然有点臭，但节约水资源刻不容缓。,1,0,"[0.5957781076431274, 0.40422192215919495]",0.5957781076431274,False
大.尾巴.狼,1,1,"[0.013295470736920834, 0.9867045879364014]",0.9867045879364014,True
他会在业余时间学习摄影，记录生活中的美好瞬间 ,0,0,"[0.9934572577476501, 0.006542791612446308]",0.9934572577476501,True
真牛逼逼,1,1,"[0.015402749180793762, 0.9845972657203674]",0.9845972657203674,True
贱b吧,1,1,"[0.014827816747128963, 0.9851721525192261]",0.9851721525192261,True
瞎搞吧,1,1,"[0.019218137487769127, 0.9807819128036499]",0.9807819128036499,True
熊样,1,1,"[0.015030658803880215, 0.9849693775177002]",0.9849693775177002,True
"我的天呐,你一定是吃了放在肮脏的桌子的发霉的绿色面包,才会眨着美丽的大眼睛说出长沙臭豆腐一样臭的话!",1,1,"[0.030515914782881737, 0.9694840312004089]",0.9694840312004089,True
会议讨论深入热烈达成共识 ,0,0,"[0.9847559332847595, 0.015244112350046635]",0.9847559332847595,True
挺_逗,1,1,"[0.014959405176341534, 0.9850406050682068]",0.9850406050682068,True
白眼狼,1,1,"[0.016667986288666725, 0.9833320379257202]",0.9833320379257202,True
医疗护理服务模式创新满足患者需求 ,0,0,"[0.9797574877738953, 0.020242510363459587]",0.9797574877738953,True
舞蹈晚会绚丽多姿展现艺术风采 ,0,0,"[0.9885657429695129, 0.011434250511229038]",0.9885657429695129,True
老狗呢,1,1,"[0.016959453001618385, 0.9830405116081238]",0.9830405116081238,True
"我 的 天呐 , 你 一定 是 吃 了 放在 肮脏 的 桌子 上 的 发霉 的 绿色 面包 , 才 会 眨 着 美丽 的 大 眼睛 说出 长沙 臭豆腐 一样 臭 的话 !",1,1,"[0.03125275671482086, 0.9687472581863403]",0.9687472581863403,True
sha逼年年有，今年大丰收,1,1,"[0.15622299909591675, 0.8437770009040833]",0.8437770009040833,True
如果.长.的.丑.也.算.残疾.的话.，.那.你.就.不用.工作.了.。,1,1,"[0.045280005782842636, 0.9547199606895447]",0.9547199606895447,True
疯 了 吧,1,1,"[0.015116431750357151, 0.9848836064338684]",0.9848836064338684,True
双向转诊方便患者就医 ,0,0,"[0.9858232736587524, 0.014176737517118454]",0.9858232736587524,True
恶心*的*妈妈*给*恶心*开门*、*恶心*到家*了*…*…,1,1,"[0.012580066919326782, 0.9874199032783508]",0.9874199032783508,True
医疗护理安全文化创新提高安全意识 ,0,0,"[0.979873538017273, 0.02012643776834011]",0.979873538017273,True
你上辈子一定是个塑料袋 那么会装,1,1,"[0.02335239201784134, 0.9766476154327393]",0.9766476154327393,True
想去给你烧香 才发现你还没死啊,1,1,"[0.154623344540596, 0.8453766107559204]",0.8453766107559204,True
你是我见过的容量最大的铅笔盒了，装那么多笔你不累吗？呢,1,0,"[0.8806203603744507, 0.11937960237264633]",0.8806203603744507,False
好diao,1,1,"[0.014077544212341309, 0.9859224557876587]",0.9859224557876587,True
你怎么不在了啊是专门装哑巴上街卖艺了吗可惜你无才无艺二胡捧你手机就断线建议没异能还是不要哑巴恰烂钱,1,1,"[0.01323075033724308, 0.9867691993713379]",0.9867691993713379,True
你再骂？信不信👴把你脑袋拧下来当夜壶？！啊,1,1,"[0.011926732957363129, 0.9880732893943787]",0.9880732893943787,True
音乐会表演精彩绝伦奏响美妙旋律 ,0,0,"[0.9909248352050781, 0.009075134992599487]",0.9909248352050781,True
男屌丝,1,1,"[0.014238432049751282, 0.9857615232467651]",0.9857615232467651,True
狗狗……,1,1,"[0.011378980241715908, 0.9886210560798645]",0.9886210560798645,True
呦！这是谁裤裤裆门没拉，怎么把你漏出来了？,1,1,"[0.02028096467256546, 0.9797190427780151]",0.9797190427780151,True
瞧不起的,1,1,"[0.019778506830334663, 0.9802215099334717]",0.9802215099334717,True
我明白，他也是,0,0,"[0.9825168251991272, 0.017483171075582504]",0.9825168251991272,True
不错哦，对吧,0,0,"[0.9943605065345764, 0.005639562848955393]",0.9943605065345764,True
真牛#逼,1,1,"[0.014343972317874432, 0.9856560230255127]",0.9856560230255127,True
龟+孙子,1,1,"[0.012004104442894459, 0.9879959225654602]",0.9879959225654602,True
太想去给你烧香 才发现你还没死,1,1,"[0.16832078993320465, 0.8316792249679565]",0.8316792249679565,True
怎么不说话了 屎吃太多堵住了？的,1,1,"[0.023640768602490425, 0.9763592481613159]",0.9763592481613159,True
参加学术交流会议，拓展学术视野 ,0,0,"[0.9833139181137085, 0.016686104238033295]",0.9833139181137085,True
基于证据的医疗决策 ,0,0,"[0.9886393547058105, 0.01136067509651184]",0.9886393547058105,True
舞蹈表演优美动人舞者魅力无限 ,0,0,"[0.9903280138969421, 0.009672020561993122]",0.9903280138969421,True
对应分析可以展示两个分类变量之间的关系 ,0,0,"[0.9920847415924072, 0.007915266789495945]",0.9920847415924072,True
gay的,1,1,"[0.02815333940088749, 0.9718466401100159]",0.9718466401100159,True
感恩老师的教诲与指导 ,0,0,"[0.990720272064209, 0.009279653429985046]",0.990720272064209,True
"我的天呐,你一定是吃吃了放在肮脏的桌子上的发霉的绿色面包,才会眨着美丽的大眼睛说出长沙臭豆腐一样臭的话!",1,1,"[0.03016814962029457, 0.9698318243026733]",0.9698318243026733,True
不作不死啊,1,1,"[0.01591806299984455, 0.9840819835662842]",0.9840819835662842,True
欢乐的海滩度假放松身心 ,0,0,"[0.9873805046081543, 0.012619511224329472]",0.9873805046081543,True
特别装比,1,1,"[0.013706279918551445, 0.9862937927246094]",0.9862937927246094,True
好挺逗,1,1,"[0.021767377853393555, 0.9782326221466064]",0.9782326221466064,True
《市场拓展效果评估》：评估市场拓展效果，及时调整拓展策略 ,0,0,"[0.9853713512420654, 0.01462864875793457]",0.9853713512420654,True
爱阅读,0,0,"[0.9065151810646057, 0.0934847816824913]",0.9065151810646057,True
"我的天呐,你一定是吃了放在肮脏的桌子上的发霉的绿色面包,才会眨着美丽的大眼睛说出长沙臭豆豆腐一样臭的话!",1,1,"[0.030928606167435646, 0.9690714478492737]",0.9690714478492737,True
不错哦，是吗,0,0,"[0.991869330406189, 0.008130697533488274]",0.991869330406189,True
砍死~他,1,1,"[0.011362907476723194, 0.9886370301246643]",0.9886370301246643,True
二-大爷,1,1,"[0.018465574830770493, 0.9815343618392944]",0.9815343618392944,True
真你的智商跟冬天黑龙江的温度一样。,1,1,"[0.03726496174931526, 0.9627350568771362]",0.9627350568771362,True
牛皮哄哄,1,1,"[0.021924734115600586, 0.9780752658843994]",0.9780752658843994,True
妹妹腮红够不够，不够姐姐巴掌凑,1,1,"[0.06628818809986115, 0.9337118268013]",0.9337118268013,True
真高端黑,1,1,"[0.012270824983716011, 0.9877291917800903]",0.9877291917800903,True
真龟孙子,1,1,"[0.015417731367051601, 0.984582245349884]",0.984582245349884,True
医学研究应关注人工智能在医学中的应用 ,0,0,"[0.9868816137313843, 0.013118456117808819]",0.9868816137313843,True
感谢您的耐心等待 ,0,0,"[0.9880011677742004, 0.011998799629509449]",0.9880011677742004,True
行孝道,0,0,"[0.8677725791931152, 0.13222751021385193]",0.8677725791931152,True
欢乐的笑容如阳光般灿烂 ,0,0,"[0.9919495582580566, 0.008050437085330486]",0.9919495582580566,True
积极参与项目拓展，开拓市场空间 ,0,0,"[0.9854704141616821, 0.014529570005834103]",0.9854704141616821,True
太制杖,1,1,"[0.02989472635090351, 0.9701052904129028]",0.9701052904129028,True
diao,1,1,"[0.014494217000901699, 0.9855057001113892]",0.9855057001113892,True
你是我见过的容量最大的铅笔盒了，装那么多笔你不累吗？啊,1,0,"[0.8076918721199036, 0.19230808317661285]",0.8076918721199036,False
特别gay,1,1,"[0.013183445669710636, 0.9868165850639343]",0.9868165850639343,True
医疗护理风险管理降低护理风险 ,0,0,"[0.9585913419723511, 0.04140867665410042]",0.9585913419723511,True
读完很感动.非常棒 ,0,0,"[0.9957039952278137, 0.0042959656566381454]",0.9957039952278137,True
龟_孙子,1,1,"[0.012925107963383198, 0.9870749115943909]",0.9870749115943909,True
记得#下点#调料#，#这样#你家#人#吃#起来#才#会#有#味道,1,0,"[0.8747223019599915, 0.12527762353420258]",0.8747223019599915,False
是这世间的黑暗，造就就了你不懂礼数的浅薄。,1,1,"[0.06651338934898376, 0.9334866404533386]",0.9334866404533386,True
呦！这是谁裤裆门没拉怎么把你漏出来了？,1,1,"[0.021038025617599487, 0.9789620041847229]",0.9789620041847229,True
我们会努力提升品质 ,0,0,"[0.9876076579093933, 0.012392319738864899]",0.9876076579093933,True
感恩生活中的每一份感动 ,0,0,"[0.9863472580909729, 0.01365276426076889]",0.9863472580909729,True
心存感激.收获幸福 ,0,0,"[0.9871402382850647, 0.012859825044870377]",0.9871402382850647,True
真贱b,1,1,"[0.014309840276837349, 0.985690176486969]",0.985690176486969,True
会议交流充分深入达成目标 ,0,0,"[0.9898381233215332, 0.010161894373595715]",0.9898381233215332,True
苍蝇走你脸上都崴脚,1,1,"[0.02343691512942314, 0.9765631556510925]",0.9765631556510925,True
jianb,1,1,"[0.1961597353219986, 0.8038402199745178]",0.8038402199745178,True
拼搏奋进,0,0,"[0.9854111671447754, 0.014588898979127407]",0.9854111671447754,True
恶心的mama给恶心开门、恶心到家了……,1,1,"[0.013816731050610542, 0.9861832857131958]",0.9861832857131958,True
我主动学习新技术新方法，提高工作效率 ,0,0,"[0.993654727935791, 0.006345243658870459]",0.993654727935791,True
付出终有回报.感恩前行 ,0,0,"[0.9885485172271729, 0.01145152747631073]",0.9885485172271729,True
你。的。智商。跟。冬天。黑龙江。的。温度。一样。。,1,1,"[0.039223019033670425, 0.9607769846916199]",0.9607769846916199,True
装b,1,1,"[0.017098935320973396, 0.9829010367393494]",0.9829010367393494,True
怂货,1,1,"[0.017242632806301117, 0.9827573895454407]",0.9827573895454407,True
欢乐的新年庆祝活动充满希望与祝福迎接新的一年带来新的开始与机遇 ,0,0,"[0.9907434582710266, 0.009256523102521896]",0.9907434582710266,True
科技创新能力显著提升 ,0,0,"[0.9900521636009216, 0.009947885759174824]",0.9900521636009216,True
"我的天呐,你一定是吃了放在肮脏的桌子上的发霉的绿色面包,才会眨着美丽的大眼睛说出长沙臭豆腐一样臭的话!",1,1,"[0.03125275671482086, 0.9687472581863403]",0.9687472581863403,True
怎么不说话了 屎吃太多堵住了？？,1,1,"[0.02797728031873703, 0.9720227718353271]",0.9720227718353271,True
恶心、脱发等 ,0,1,"[0.02422242797911167, 0.9757776260375977]",0.9757776260375977,False
如果。长。的。丑。也。算。残疾。的话。，。那。你。就。不用。工作。了。。,1,1,"[0.05919630080461502, 0.9408036470413208]",0.9408036470413208,True
真想 把 你 的 头 扭 下来 放在 洗衣机 里 搅 一 搅 ， 刚好 能 洗 一缸 衣服 ， 虽然 有点 臭 ， 但 节约 水资源 刻不容缓 。,1,0,"[0.56932532787323, 0.4306747019290924]",0.56932532787323,False
没人理了,1,1,"[0.07117762416601181, 0.9288223385810852]",0.9288223385810852,True
你看上去好眼熟像我昨天扔出去的那袋垃圾吧,1,1,"[0.02170446328818798, 0.9782955050468445]",0.9782955050468445,True
你这种人永远买不到自己合合适的鞋 因为你码没了,1,1,"[0.051377370953559875, 0.9486225843429565]",0.9486225843429565,True
恶心-的-妈妈-给-恶心-开门-、-恶心-到家-了-…-…,1,1,"[0.012637521140277386, 0.9873625040054321]",0.9873625040054321,True
牛+x,1,1,"[0.015064815059304237, 0.9849351644515991]",0.9849351644515991,True
你是我见过的容量最大的铅笔盒了，装那么多笔你不不累吗？,1,0,"[0.8724144101142883, 0.12758563458919525]",0.8724144101142883,False
"我的的天呐,你一定是吃了放在肮脏的桌子上的发霉的绿色面包,才会眨着美丽的大眼睛说出长沙臭豆腐一样臭的话!",1,1,"[0.03002002090215683, 0.969980001449585]",0.969980001449585,True
多傻,1,1,"[0.01828254945576191, 0.9817174673080444]",0.9817174673080444,True
欢乐的水上乐园之旅清凉一夏 ,0,0,"[0.9852306246757507, 0.014769370667636395]",0.9852306246757507,True
自嗨了,1,1,"[0.018597116693854332, 0.9814028739929199]",0.9814028739929199,True
爱骂人,1,1,"[0.014146734029054642, 0.9858533143997192]",0.9858533143997192,True
真想把你的头扭下来放在洗衣机里搅一搅，刚好能洗一缸衣服，虽然有点臭，但节约水资源刻刻不容缓。,1,0,"[0.6212863922119141, 0.37871360778808594]",0.6212863922119141,False
挺操了,1,1,"[0.032129060477018356, 0.9678709506988525]",0.9678709506988525,True
大尾巴狼啊,1,1,"[0.013941563665866852, 0.9860584139823914]",0.9860584139823914,True
艺术工作坊激发创意参与者体验艺术创作乐趣 ,0,0,"[0.972272515296936, 0.02772749401628971]",0.972272515296936,True
"我.的.天呐.,.你.一定.是.吃.了.放在.肮脏.的.桌子.上.的.发霉.的.绿色.面包.,.才.会.眨.着.美丽.的.大.眼睛.说出.长沙.臭豆腐.一样.臭.的话.!",1,1,"[0.03240590542554855, 0.9675940871238708]",0.9675940871238708,True
特别.牛,1,1,"[0.014670946635305882, 0.9853290915489197]",0.9853290915489197,True
真没人理,1,1,"[0.021605705842375755, 0.9783943295478821]",0.9783943295478821,True
我们共同创建企业文化，增强企业核心竞争力 ,0,0,"[0.9892534613609314, 0.010746593587100506]",0.9892534613609314,True
尼妈,1,1,"[0.014387731440365314, 0.9856122732162476]",0.9856122732162476,True
没人爱,1,1,"[0.02966170944273472, 0.9703382253646851]",0.9703382253646851,True
重情义,0,0,"[0.6856828331947327, 0.31431713700294495]",0.6856828331947327,True
激动心难平,0,0,"[0.9815945625305176, 0.018405472859740257]",0.9815945625305176,True
太牛x,1,1,"[0.015379847958683968, 0.9846200942993164]",0.9846200942993164,True
傻年年有，今年大丰收,1,1,"[0.37494656443595886, 0.6250534057617188]",0.6250534057617188,True
是-这-世间-的-黑暗-，-造就-了-你-不-懂-礼数-的-浅薄-。,1,1,"[0.02302819862961769, 0.9769718050956726]",0.9769718050956726,True
疯.了.吧,1,1,"[0.014939350076019764, 0.9850606322288513]",0.9850606322288513,True
天不错，对不对,0,0,"[0.9869353771209717, 0.013064648024737835]",0.9869353771209717,True
我同意，好不好,0,0,"[0.9809117317199707, 0.019088255241513252]",0.9809117317199707,True
见解很独到.让人耳目一新 ,0,0,"[0.9882737398147583, 0.01172626856714487]",0.9882737398147583,True
得了吧,1,1,"[0.02027086913585663, 0.9797291159629822]",0.9797291159629822,True
真爱得瑟,1,1,"[0.013865564949810505, 0.9861344695091248]",0.9861344695091248,True
坨翔,1,1,"[0.016250424087047577, 0.9837496280670166]",0.9837496280670166,True
很正常啊,1,0,"[0.9904206991195679, 0.009579320438206196]",0.9904206991195679,False
姑娘*啊,1,1,"[0.017365822568535805, 0.9826341271400452]",0.9826341271400452,True
你-这种-人-永远-买不到-自己-合适-的-鞋- -因为-你码-没-了,1,1,"[0.03245556354522705, 0.9675443768501282]",0.9675443768501282,True
瞧不起,1,1,"[0.019881999120116234, 0.980117917060852]",0.980117917060852,True
医院加强医院绩效管理，提高医院运营效益 ,0,0,"[0.9853060245513916, 0.014693901874125004]",0.9853060245513916,True
医院开展医疗扶贫工作，助力健康中国建设 ,0,0,"[0.9905812740325928, 0.009418685920536518]",0.9905812740325928,True
有点二,1,1,"[0.039209697395563126, 0.9607902765274048]",0.9607902765274048,True
你看你,1,1,"[0.06952584534883499, 0.9304741621017456]",0.9304741621017456,True
你这张脸可成了全球驰名品牌商标了。🤣,1,0,"[0.7742593884468079, 0.22574065625667572]",0.7742593884468079,False
医疗护理风险管理创新降低护理风险 ,0,0,"[0.9683420658111572, 0.03165794909000397]",0.9683420658111572,True
太自找虐,1,1,"[0.017703168094158173, 0.982296884059906]",0.982296884059906,True
特别#牛,1,1,"[0.015720197930932045, 0.9842797517776489]",0.9842797517776489,True
非常真想把你的头扭下来放在洗衣机里搅一搅，刚好能洗一缸衣服，虽然有点臭，但节约水资源刻不容缓。,1,0,"[0.8297356963157654, 0.17026428878307343]",0.8297356963157654,False
真牛牛逼,1,1,"[0.014952893368899822, 0.9850471019744873]",0.9850471019744873,True
非常爱得瑟,1,1,"[0.14532966911792755, 0.8546703457832336]",0.8546703457832336,True
文化节庆活动欢乐祥和弘扬传统文化 ,0,0,"[0.9848724603652954, 0.015127473510801792]",0.9848724603652954,True
感谢您提供的专业意见 ,0,0,"[0.9871687889099121, 0.012831218540668488]",0.9871687889099121,True
好自找虐,1,1,"[0.013692311011254787, 0.986307680606842]",0.986307680606842,True
恶心死,1,1,"[0.014503019861876965, 0.9854969382286072]",0.9854969382286072,True
傻逼今天上厕所，拉了一坨屎，嘿，简直就像照镜子，这屎可真像你。,1,1,"[0.015181232243776321, 0.984818696975708]",0.984818696975708,True
《营销活动方案》：策划营销活动，提高品牌知名度和产品销量 ,0,0,"[0.9835134148597717, 0.016486605629324913]",0.9835134148597717,True
Pharmaceutics focuses on drug formulation development. Pharmaceutics: pharmaceutics; drug formulation: drug formulation ,0,0,"[0.967779278755188, 0.0322207510471344]",0.967779278755188,True
怂货了,1,1,"[0.015427839942276478, 0.984572172164917]",0.984572172164917,True
老老狗,1,1,"[0.017849180847406387, 0.9821507930755615]",0.9821507930755615,True
Pathology diagnosis provides a basis for disease treatment. Pathology: pathology; disease treatment: disease treatment ,0,0,"[0.9835303425788879, 0.016469696536660194]",0.9835303425788879,True
老年医学关注老年健康 ,0,0,"[0.9791917204856873, 0.020808277651667595]",0.9791917204856873,True
我真的的很想帮你治疗，但我是一名家庭医生，而你是一个孤儿。,1,0,"[0.980816662311554, 0.019183387979865074]",0.980816662311554,False
我们会一起去河边钓鱼，享受宁静的时光，感受大自然的美好，放松自己的身心，缓解压力和疲劳，增进家人之间的感情和互动，增强自己的健康意识和自然观念，培养自己的户外活动兴趣和爱好 ,0,0,"[0.9925714135169983, 0.007428651209920645]",0.9925714135169983,True
生态环境更加优美 ,0,0,"[0.9883837699890137, 0.011616245843470097]",0.9883837699890137,True
傻.逼.年.年.有.，.今年.大丰收,1,1,"[0.015517722815275192, 0.9844822883605957]",0.9844822883605957,True
会议讨论深入热烈达成共识 ,0,0,"[0.9847559332847595, 0.015244112350046635]",0.9847559332847595,True
好爱得瑟,1,1,"[0.014843261800706387, 0.985156774520874]",0.985156774520874,True
玛蛋,1,1,"[0.013854380697011948, 0.9861456155776978]",0.9861456155776978,True
你这种人永远买不到自己合适的 因为你码没了,1,1,"[0.04117722436785698, 0.9588227868080139]",0.9588227868080139,True
她每天都会喝一杯茶，放松心情，享受宁静的时光 ,0,0,"[0.9904888868331909, 0.009511114098131657]",0.9904888868331909,True
医疗安全文化建设提高安全意识 ,0,0,"[0.9837634563446045, 0.016236579045653343]",0.9837634563446045,True
