text,label,predicted,is_correct
全面全面稳步继续不好意思,0,0,True
开始金融市场平稳运行全面展开,0,0,True
不客气全面展开,0,0,True
持续持续感谢分享稳步发展,0,0,True
丫特,1,0,False
傻叉,1,1,True
杭州推进制造业创新全面展开,0,0,True
全国推进农业创新稳步发展,0,0,True
深入开始看看就好,0,0,True
持续继续最近好吗,0,0,True
骚浪,1,0,False
智硬,1,0,False
全面正在安排上持续推进,0,0,True
怂逼,1,1,True
太客气了完成,0,0,True
跟我说话,1,0,False
嘴欠,1,1,True
继续汇率机制,0,0,True
货们,1,0,False
持续建议没关系持续推进,0,0,True
杭州推进制造业创新,0,0,True
她妈,1,0,False
玩应,1,0,False
公共服务持续改善全面展开持续推进,0,0,True
广州推进制造业创新,0,0,True
全面稳步涨知识,0,0,True
正在计算机视觉,0,0,True
建议国际合作不断深化,0,0,True
犯二,1,0,False
公共服务持续改善,0,0,True
需要数据分析,0,0,True
深圳推进农业创新,0,0,True
深入稳步开始整齐有序全面展开,0,0,True
需要环境保护,0,0,True
继续实事求是,0,0,True
先这样吧全面展开,0,0,True
继续大数据,0,0,True
继续过得怎么样,0,0,True
深入正在文明礼貌稳步发展持续推进,0,0,True
持续继续别太累了,0,0,True
我是狗,1,0,False
机器学习,0,0,True
全面计算机视觉,0,0,True
舒适宜人,0,0,True
要照顾好自己中全面展开持续推进,0,0,True
服务业提质增效,0,0,True
需要清洁能源,0,0,True
傻瓜蛋,1,0,False
医疗卫生服务改善完成,0,0,True
正在5G技术,0,0,True
深入开始近来可好,0,0,True
绿色发展完成,0,0,True
持续感谢分享中稳步发展,0,0,True
开始智能制造推动效率提升持续推进,0,0,True
要照顾好自己,0,0,True
正在一定一定,0,0,True
傻帽,1,1,True
雄伟壮丽完成,0,0,True
深入实事求是中,0,0,True
傻透,1,1,True
继续开拓创新,0,0,True
开始兢兢业业,0,0,True
公共服务持续改善全面展开,0,0,True
需要mark,0,0,True
滚粗,1,0,False
开始社会保障体系完善持续推进,0,0,True
我要发泄,1,0,False
正在支持一下持续推进,0,0,True
回见,0,0,True
劳资,1,0,False
继续看看就好,0,0,True
深入全面正在早上好,0,0,True
正在生机勃勃稳步发展,0,0,True
继续发展机遇共同分享,0,0,True
需要气候变化,0,0,True
正在充满希望,0,0,True
继续城市治理水平提升全面展开,0,0,True
深入开始边缘计算,0,0,True
三连,0,0,True
全面过得怎么样,0,0,True
傻.逼,1,1,True
稳步需要大数据,0,0,True
持续文化产业蓬勃发展,0,0,True
持续正在身体还好吧,0,0,True
全面建议涨知识,0,0,True
不错哦,0,0,True
持续奥利给完成全面展开全面展开,0,0,True
继续资产配置,0,0,True
持续正在昂首阔步,0,0,True
正在智慧城市建设加速,0,0,True
开始舒适宜人,0,0,True
杭州医疗发展良好,0,0,True
土爆,1,0,False
稳步正在和衷共济,0,0,True
正在秀丽优美全面展开,0,0,True
持续开始留个言,0,0,True
需要优质服务,0,0,True
正在自然语言处理全面展开,0,0,True
鸡巴毛,1,1,True
深入请问全面展开,0,0,True
你好啊持续推进,0,0,True
养老服务质量提升中,0,0,True
继续身体还好吧持续推进全面展开,0,0,True
继续人工智能持续推进,0,0,True
我不服气,1,0,False
文化产业蓬勃发展,0,0,True
稳步继续没关系,0,0,True
需要清新怡人稳步发展,0,0,True
同心协力中,0,0,True
持续持续进步,0,0,True
持续持续雄伟壮丽中全面展开,0,0,True
特么该,1,0,False
继续学习了稳步发展,0,0,True
供给侧改革完成,0,0,True
数字经济驱动转型升级中,0,0,True
很二,1,0,False
需要同舟共济,0,0,True
闺蜜说,1,0,False
继续优质服务持续推进,0,0,True
稳步稳步持续正在昂首阔步稳步发展,0,0,True
操你妈逼,1,1,True
勇于进取中稳步发展,0,0,True
那谁谁,1,0,False
娘娘腔,1,0,False
开始公共服务持续改善,0,0,True
我愤怒,1,0,False
全面正在收藏先全面展开持续推进持续推进,0,0,True
j8,1,0,False
全面稳步继续不好意思,0,0,True
全面正在合作共赢成果丰硕稳步发展,0,0,True
深入继续稳步前进持续推进,0,0,True
鸟样,1,0,False
需要再联系,0,0,True
深入全面先这样吧全面展开,0,0,True
啥也不是完成,0,0,True
持续需要气势恢宏持续推进,0,0,True
糊涂虫,1,0,False
需要温暖如春,0,0,True
全面需要开拓创新全面展开,0,0,True
继续欣欣向荣,0,0,True
尼玛的,1,0,False
全面持续666中,0,0,True
建议环保事业稳步前进持续推进持续推进,0,0,True
狗男人,1,1,True
建议回头说,0,0,True
正在可持续发展,0,0,True
魂淡,1,0,False
没毛病完成,0,0,True
正在就这么说定了,0,0,True
开始聚精会神,0,0,True
智能制造推动效率提升完成全面展开,0,0,True
全面资产配置完成全面展开,0,0,True
虚拟现实,0,0,True
继续5G技术,0,0,True
老男人,1,0,False
正在污染防治攻坚战,0,0,True
建议兢兢业业全面展开,0,0,True
稳步过得怎么样中,0,0,True
持续就这么说定了,0,0,True
建议医疗卫生服务改善,0,0,True
建议生物多样性,0,0,True
稳步需要好久不见,0,0,True
吊事,1,0,False
艹艹,1,0,False
需要预防医学,0,0,True
深入开始秩序井然,0,0,True
机器学习中持续推进全面展开,0,0,True
持续深入温暖如春完成,0,0,True
再贱,1,1,True
投资组合完成,0,0,True
各种无语,1,0,False
深入开始yyds稳步发展全面展开,0,0,True
正在绚丽多彩,0,0,True
继续新技术赋能传统产业,0,0,True
建议欣欣向荣,0,0,True
健康快乐完成,0,0,True
笑什么笑,1,0,False
持续回头说中持续推进,0,0,True
持续正在安全可靠,0,0,True
心里难受,1,0,False
真的很傻,1,1,True
开始美好生活,0,0,True
稳步破防,0,0,True
全面社会保障体系完善完成,0,0,True
开始破防了,0,0,True
全面杭州推进服务业创新稳步发展,0,0,True
开始后会有期全面展开持续推进,0,0,True
叫装,1,0,False
没救,1,0,False
持续正在干净整洁,0,0,True
深入正在守望相助持续推进,0,0,True
持续开始和谐融洽稳步发展,0,0,True
继续辛苦了全面展开持续推进,0,0,True
深入上海科技发展良好全面展开,0,0,True
稳步稳步文化产业蓬勃发展完成,0,0,True
建议远程医疗,0,0,True
你是傻逼,1,1,True
持续需要微观经济,0,0,True
不鸟,1,0,False
杭州推进农业创新,0,0,True
真踏马,1,0,False
吃饭了吗中,0,0,True
建议同舟共济全面展开,0,0,True
麻烦你了中,0,0,True
好久不见中全面展开,0,0,True
深入正在智慧城市建设加速,0,0,True
全面正在啥也不是稳步发展,0,0,True
稳步正在充满希望稳步发展,0,0,True
全面继续社会保障体系完善,0,0,True
稳步全面和衷共济完成稳步发展,0,0,True
躺着中枪,1,0,False
建议放心吧,0,0,True
需要期货交易,0,0,True
虚拟现实完成持续推进,0,0,True
顶一个,0,0,True
稳步持续正在昂首阔步稳步发展,0,0,True
笑我,1,0,False
男默女泪,1,0,False
持续深入继续没毛病,0,0,True
气势恢宏,0,0,True
开始看看就好,0,0,True
持续建议欢迎关注持续推进持续推进,0,0,True
精准医疗中,0,0,True
全面躺平稳步发展,0,0,True
很幼稚,1,0,False
持续全面休戚与共完成,0,0,True
白眼儿,1,0,False
建议供给侧改革稳步发展,0,0,True
继续辛勤耕耘持续推进,0,0,True
没智商,1,1,True
全面成都推进科技创新稳步发展,0,0,True
我就这样,1,0,False
可笑的事,1,0,False
持续开始专心致志,0,0,True
深入混合现实完成,0,0,True
稳步需要好久不见稳步发展,0,0,True
持续点赞,0,0,True
傻得,1,1,True
装13,1,0,False
全面需要早点休息全面展开,0,0,True
深入深入建议身体还好吧,0,0,True
继续兢兢业业,0,0,True
没原则,1,0,False
怂到,1,0,False
混子,1,1,True
努力工作完成,0,0,True
深入杭州农业发展良好,0,0,True
全面持续优质服务稳步发展,0,0,True
好的呀中全面展开,0,0,True
正在努力工作全面展开,0,0,True
广州医疗发展良好,0,0,True
蠢过,1,0,False
建议get持续推进,0,0,True
持续正在啥也不是稳步发展,0,0,True
全面秀丽优美中,0,0,True
城市更新改造推进,0,0,True
开始货币政策,0,0,True
开始太上头稳步发展,0,0,True
后会有期中持续推进稳步发展,0,0,True
开始好的呀,0,0,True
开始机器学习全面展开,0,0,True
稳步人工智能引领产业变革完成,0,0,True
正在太上头,0,0,True
持续开始智能制造推动效率提升,0,0,True
全面建议辛勤耕耘,0,0,True
小婊子,1,1,True
成狗,1,0,False
深入上海推进科技创新持续推进,0,0,True
需要充满希望,0,0,True
立牌坊,1,0,False
需要感谢分享,0,0,True
尼玛啊,1,0,False
稳步继续收藏先,0,0,True
正在啥也不是,0,0,True
广州推进制造业创新全面展开,0,0,True
和谐融洽完成持续推进,0,0,True
开始数字经济驱动转型升级稳步发展,0,0,True
渣渣男,1,1,True
麻批,1,0,False
屁啦,1,0,False
持续全心全意完成,0,0,True
一样傻,1,0,False
稳步稳步涨知识稳步发展,0,0,True
拽个,1,0,False
深入开始yyds稳步发展,0,0,True
正在前途光明,0,0,True
持续稳步建议不错哦,0,0,True
上海医疗发展良好稳步发展,0,0,True
建议注意身体,0,0,True
努力工作全面展开,0,0,True
豆小瓣,1,0,False
成都推进医疗创新,0,0,True
农业现代化水平提高中,0,0,True
成都医疗发展良好,0,0,True
持续有事随时说,0,0,True
正在休戚与共稳步发展,0,0,True
正在早点休息,0,0,True
继续狠狠地稳步发展,0,0,True
稳步一定一定稳步发展稳步发展,0,0,True
当根葱,1,0,False
正在守望相助持续推进持续推进,0,0,True
深入板凳,0,0,True
没素质,1,1,True
口可口可,1,0,False
稳步稳步开始和谐融洽,0,0,True
奇葩男,1,0,False
科技创新助力经济发展,0,0,True
挫男,1,1,True
稳步秩序井然中,0,0,True
说真,1,0,False
学到了完成,0,0,True
气笑,1,0,False
跪添,1,0,False
建议干净整洁稳步发展全面展开,0,0,True
二皮脸,1,0,False
需要默默付出稳步发展,0,0,True
坑啊,1,0,False
抱歉啊稳步发展全面展开全面展开,0,0,True
建议社会保障体系完善全面展开,0,0,True
不厚道,1,1,True
需要健康快乐,0,0,True
正在先这样吧,0,0,True
狗屁,1,1,True
逼会,1,0,False
继续互帮互助,0,0,True
求关注,0,0,True
计算机视觉中,0,0,True
我勒个去,1,0,False
爽完,1,0,False
建议穿得暖和点,0,0,True
哎哟我去,1,0,False
全面正在欣欣向荣,0,0,True
开始没问题,0,0,True
需要mark持续推进,0,0,True
怎么怎么,1,0,False
建议碳中和,0,0,True
我疯,1,0,False
深入建议数据分析,0,0,True
守望相助中,0,0,True
持续支持一下完成稳步发展,0,0,True
二傻,1,0,False
开始秩序井然稳步发展,0,0,True
中二少年,1,0,False
狗屎,1,1,True
那姑娘,1,0,False
正在数字经济驱动转型升级持续推进,0,0,True
正在农业现代化水平提高,0,0,True
深入和衷共济,0,0,True
傻咯,1,1,True
持续当然可以稳步发展全面展开持续推进,0,0,True
继续优质服务,0,0,True
正在就业形势持续向好,0,0,True
持续正在流行病学,0,0,True
稳步继续狠狠地稳步发展全面展开,0,0,True
深入继续聚精会神,0,0,True
持续一定一定完成,0,0,True
死贱,1,1,True
我能说,1,0,False
稳步求转发,0,0,True
他娘,1,0,False
不客气中,0,0,True
团结协作稳步发展,0,0,True
持续默默付出完成全面展开,0,0,True
深入辛苦了完成稳步发展,0,0,True
需要抱歉啊,0,0,True
建议孜孜不倦,0,0,True
稳步继续狠狠地全面展开,0,0,True
无聊透顶,1,0,False
吹牛b,1,0,False
开始孜孜不倦全面展开稳步发展,0,0,True
贸易往来日益频繁持续推进,0,0,True
开始和谐融洽,0,0,True
稳步狠狠地,0,0,True
深入需要谢谢你,0,0,True
啊啊啊啊,1,0,False
持续全面正在你好啊,0,0,True
正在秀丽优美,0,0,True
深入深入全面和衷共济完成,0,0,True
混合现实完成,0,0,True
晚安,0,0,True
假正经,1,0,False
继续社会保障体系完善稳步发展,0,0,True
捅我,1,0,False
胡逼,1,0,False
妈啊,1,0,False
需要别来无恙,0,0,True
稳步稳步建议优质服务,0,0,True
开始生机勃勃持续推进稳步发展,0,0,True
全面开始学习了,0,0,True
建议最近好吗稳步发展,0,0,True
计算机视觉,0,0,True
全面太上头全面展开,0,0,True
稳步深入开始666,0,0,True
深入深入需要国际合作不断深化持续推进,0,0,True
太搞笑,1,0,False
全面正在下一个,0,0,True
抱歉啊全面展开稳步发展,0,0,True
臭流氓,1,1,True
深入舒适宜人完成稳步发展,0,0,True
持续感谢分享中,0,0,True
需要发展机遇共同分享,0,0,True
深入感谢分享完成,0,0,True
开始麻烦你了稳步发展,0,0,True
全面麻烦你了中,0,0,True
特么敢,1,0,False
需要国际合作不断深化持续推进持续推进,0,0,True
深入支持一下,0,0,True
持续继续好家伙,0,0,True
持续深入建议学到了全面展开,0,0,True
文化交流更加密切,0,0,True
唧唧歪歪,1,0,False
免疫学,0,0,True
正在交通网络持续优化,0,0,True
深入持续继续宏观经济,0,0,True
全面正在你好啊全面展开,0,0,True
二大爷,1,0,False
稳步稳步欣欣向荣中,0,0,True
开始包在我身上,0,0,True
稳妥,0,0,True
姐妹儿,1,0,False
需要全心全意稳步发展,0,0,True
需要社会保障体系完善,0,0,True
稳步深入继续实事求是持续推进,0,0,True
持续持续贸易往来日益频繁中,0,0,True
文明礼貌完成,0,0,True
需要努力工作,0,0,True
贸易往来日益频繁完成,0,0,True
回骂,1,0,False
持续环保事业稳步前进,0,0,True
逗闷子,1,0,False
么也,1,0,False
持续流行病学完成,0,0,True
建议后会有期稳步发展,0,0,True
持续深入稳步深入开始666,0,0,True
持续持续建议没关系持续推进,0,0,True
继续生态文明建设推进,0,0,True
奇葩女,1,0,False
持续继续不好意思,0,0,True
不知道啊,1,0,False
呆瓜,1,0,False
伪摇滚,1,0,False
财政政策,0,0,True
深入正在合作共赢成果丰硕,0,0,True
持续建议先这样吧,0,0,True
稳步深入持续优质服务,0,0,True
建议改天见面持续推进全面展开,0,0,True
贸易往来日益频繁完成稳步发展,0,0,True
全面安排上完成,0,0,True
傻妞,1,0,False
数字经济驱动转型升级完成,0,0,True
太上头中稳步发展持续推进,0,0,True
继续太上头,0,0,True
深入需要孜孜不倦全面展开,0,0,True
稳步深入建议奥利给全面展开,0,0,True
优质服务中,0,0,True
蛋碎,1,0,False
然并卵,1,0,False
开始无语子,0,0,True
制杖,1,0,False
需要与时俱进,0,0,True
建议优质服务,0,0,True
欠操,1,0,False
没心眼,1,1,True
持续继续辛勤耕耘,0,0,True
持续mark,0,0,True
正在666,0,0,True
素质低,1,1,True
丫是,1,0,False
逼话,1,1,True
全面开始蒸蒸日上全面展开,0,0,True
深入健康快乐持续推进,0,0,True
握草,1,0,False
持续稳步继续阳光明媚,0,0,True
谢谢你持续推进,0,0,True
深入求点赞,0,0,True
深入任劳任怨中,0,0,True
继续虚拟现实,0,0,True
深圳推进教育创新,0,0,True
全面稳步美好生活中,0,0,True
深入绝绝子完成全面展开持续推进,0,0,True
怎么破,1,0,False
开始量子计算,0,0,True
懂个,1,0,False
屮艸芔茻,1,0,False
智商捉鸡,1,0,False
投币稳步发展全面展开,0,0,True
全面需要昂首阔步,0,0,True
全面需要量子计算全面展开,0,0,True
病理学,0,0,True
发癫,1,0,False
死要面子,1,1,True
死老,1,0,False
建议啥也不是持续推进,0,0,True
深圳推进制造业创新,0,0,True
稳步智慧城市建设加速中,0,0,True
自私男,1,1,True
稳步涨知识稳步发展,0,0,True
继续网络架构,0,0,True
土肥圆,1,0,False
最贱,1,1,True
稳步广州制造业发展良好,0,0,True
深入需要包在我身上全面展开持续推进,0,0,True
需要和谐融洽,0,0,True
二逼货,1,0,False
农业现代化水平提高完成,0,0,True
笨蛋,1,0,False
蠢蛋,1,0,False
持续建议没问题,0,0,True
哈怂,1,0,False
开始旅游业复苏回暖,0,0,True
持续继续一定一定,0,0,True
深入深入回头说完成,0,0,True
开始辛勤耕耘,0,0,True
全面交通网络持续优化完成,0,0,True
持续建议安全可靠持续推进,0,0,True
期货交易中,0,0,True
继续优质服务稳步发展稳步发展,0,0,True
深入雄伟壮丽完成持续推进,0,0,True
鄙视,1,0,False
继续合作共赢成果丰硕稳步发展全面展开,0,0,True
深入深入收藏先持续推进,0,0,True
正在5G应用场景不断拓展,0,0,True
好样儿,1,0,False
逼货,1,0,False
一坨屎,1,0,False
建议谢谢你,0,0,True
感激不尽中,0,0,True
全面继续一定一定全面展开,0,0,True
好屌,1,0,False
建议气候变化,0,0,True
别太累了,0,0,True
欠日,1,0,False
正在明天见,0,0,True
开始狠狠地稳步发展,0,0,True
辛苦了中稳步发展,0,0,True
深入正在就这么说定了持续推进,0,0,True
说风凉话,1,0,False
开始和谐发展,0,0,True
板凳持续推进,0,0,True
素质差,1,1,True
持续mark中,0,0,True
持续继续文化产业蓬勃发展,0,0,True
正在实事求是稳步发展,0,0,True
继续风险管理,0,0,True
真逗,1,0,False
开始yyds稳步发展全面展开,0,0,True
正在有同感,0,0,True
绿色发展,0,0,True
不错哦中全面展开,0,0,True
全国教育发展良好,0,0,True
特逗,1,0,False
全面农业现代化水平提高,0,0,True
深入稳,0,0,True
装逼会,1,0,False
窝囊废,1,1,True
需要一定一定稳步发展,0,0,True
去你妹,1,0,False
和谐融洽完成,0,0,True
活逼该,1,1,True
城市治理水平提升中,0,0,True
回头说,0,0,True
开始太客气了,0,0,True
稳步需要过得怎么样全面展开全面展开持续推进,0,0,True
好久不见中全面展开持续推进,0,0,True
稳步就这么说定了中全面展开,0,0,True
斗志昂扬完成,0,0,True
持续持续全面支持一下持续推进,0,0,True
正在辛苦了,0,0,True
持续稳步求转发持续推进,0,0,True
积极向上完成稳步发展,0,0,True
当小三,1,0,False
持续全面正在下一个,0,0,True
深入开始666,0,0,True
欢声笑语完成稳步发展,0,0,True
持续继续不错哦,0,0,True
跟我,1,0,False
秀丽优美完成,0,0,True
全面正在蒸蒸日上稳步发展持续推进持续推进全面展开,0,0,True
稳步求点赞中持续推进,0,0,True
病理学完成,0,0,True
我x,1,0,False
网络架构完成,0,0,True
建议过于真实,0,0,True
需要深度学习,0,0,True
好烦,1,0,False
持续美好生活完成稳步发展,0,0,True
放屁吧,1,1,True
继续求转发全面展开,0,0,True
没思想,1,1,True
继续计算机视觉,0,0,True
删楼,1,0,False
建议秩序井然,0,0,True
需要可以的,0,0,True
需要文明礼貌,0,0,True
全面过得怎么样完成持续推进,0,0,True
建议环境保护稳步发展,0,0,True
卧槽,1,0,False
机器学习中,0,0,True
浪贱,1,1,True
涨知识持续推进,0,0,True
蒸蒸日上中,0,0,True
弱爆,1,0,False
低素质,1,1,True
狠狠地,0,1,False
气候变化完成,0,0,True
全面最近忙吗完成,0,0,True
深入三连持续推进,0,0,True
和谐融洽稳步发展持续推进,0,0,True
来句,1,0,False
持续开拓创新完成持续推进,0,0,True
团结协作中,0,0,True
开始666,0,0,True
持续继续干净整洁,0,0,True
极品渣男,1,1,True
稳步稳步继续不错哦,0,0,True
稳步全面和衷共济完成全面展开,0,0,True
持续开始666,0,0,True
留个言持续推进,0,0,True
意淫,1,0,False
全面啥也不是,0,0,True
再联系,0,0,True
吓尿了,1,0,False
需要量子计算持续推进,0,0,True
我妈说,1,0,False
持续建议绚丽多彩稳步发展,0,0,True
开始注意身体,0,0,True
正在感激不尽持续推进,0,0,True
一渣,1,0,False
不尊重人,1,0,False
追姑娘,1,0,False
深入建议一定一定,0,0,True
我烦,1,0,False
持续持续开始默默付出稳步发展,0,0,True
稳步需要全心全意稳步发展持续推进,0,0,True
全面需要欣欣向荣,0,0,True
全面持续开始绿色发展理念深入,0,0,True
继续制造业转型升级全面展开,0,0,True
全面全面建议涨知识全面展开,0,0,True
持续持续建议无私奉献,0,0,True
太事,1,0,False
建议美好生活,0,0,True
需要城市更新改造推进,0,0,True
需要生机勃勃全面展开稳步发展全面展开,0,0,True
别骂,1,0,False
需要创新发展,0,0,True
开始不好意思,0,0,True
流行病学,0,0,True
需要改天见面,0,0,True
需要666,0,0,True
深入求关注完成稳步发展,0,0,True
持续持续正在流行病学,0,0,True
深入稳步深入开始666,0,0,True
生态文明建设推进完成持续推进稳步发展,0,0,True
好伐,1,0,False
持续正在别太累了,0,0,True
开始你好啊,0,0,True
深圳科技发展良好,0,0,True
广州推进服务业创新,0,0,True
秀儿,0,0,True
全面和衷共济中,0,0,True
抱歉啊完成,0,0,True
欢迎关注完成持续推进全面展开,0,0,True
深入谢谢你中,0,0,True
俗不可耐,1,0,False
建议巍峨壮观,0,0,True
王八蛋,1,0,False
蛋疼,1,0,False
傻逼来,1,1,True
贸易往来日益频繁中,0,0,True
开始清新怡人稳步发展,0,0,True
正在干净整洁,0,0,True
全面继续狠狠地全面展开,0,0,True
是我活该,1,1,True
深入兢兢业业,0,0,True
全面开始身体还好吧稳步发展,0,0,True
持续正在国际合作不断深化,0,0,True
国际合作不断深化,0,0,True
巍峨壮观完成全面展开,0,0,True
深入开始制造业转型升级稳步发展全面展开,0,0,True
深圳制造业发展良好,0,0,True
持续全面开始文明礼貌,0,0,True
同心协力完成,0,0,True
全面成都医疗发展良好,0,0,True
那男,1,0,False
稳步需要对外开放持续扩大,0,0,True
持续没毛病中,0,0,True
全面太上头中,0,0,True
蒸蒸日上中,0,0,True
臭牛,1,1,True
开拓创新,0,0,True
心好累,1,0,False
深入投币稳步发展,0,0,True
真蠢,1,1,True
前途光明全面展开全面展开,0,0,True
正在人工智能,0,0,True
深入斯哈斯哈中持续推进持续推进,0,0,True
深入建议互帮互助,0,0,True
深入兢兢业业中持续推进,0,0,True
稳步开始啥也不是持续推进,0,0,True
开始谢谢你稳步发展稳步发展,0,0,True
深入继续期货交易,0,0,True
继续养老服务质量提升,0,0,True
开始数据分析,0,0,True
真够傻,1,1,True
建议欢迎关注持续推进全面展开,0,0,True
过于真实完成稳步发展,0,0,True
牛逼啊,1,0,False
什么鬼,1,0,False
正在流行病学,0,0,True
建议奥利给持续推进,0,0,True
地域黑,1,1,True
深圳服务业发展良好,0,0,True
甭理,1,0,False
需要整齐有序,0,0,True
自作多情,1,0,False
继续绚丽多彩,0,0,True
生态平衡中,0,0,True
建议蒸蒸日上,0,0,True
健康快乐中,0,0,True
正在早上好持续推进,0,0,True
开始人工智能引领产业变革,0,0,True
深入持续继续优质服务,0,0,True
持续建议默默付出,0,0,True
好家伙完成,0,0,True
持续建议舒适宜人,0,0,True
继续工作顺利,0,0,True
江湖再见,0,0,True
正在物联网稳步发展,0,0,True
安排上中,0,0,True
过得怎么样中,0,0,True
正在软件工程,0,0,True
全面持续开始众志成城全面展开,0,0,True
深入需要太上头,0,0,True
城市治理水平提升持续推进,0,0,True
开始没毛病,0,0,True
阿西吧,1,0,False
正在江湖再见,0,0,True
求点赞稳步发展,0,0,True
北京推进制造业创新,0,0,True
需要麻烦你了,0,0,True
渣货,1,0,False
持续稳步稳步建议蒸蒸日上全面展开,0,0,True
北京科技发展良好,0,0,True
继续奥利给全面展开,0,0,True
需要最近忙吗,0,0,True
建议免疫学,0,0,True
开始求点赞,0,0,True
太上头中稳步发展,0,0,True
段子手,1,0,False
广州农业发展良好,0,0,True
开始可持续发展,0,0,True
没卵,1,0,False
别来无恙完成全面展开,0,0,True
持续666完成,0,0,True
持续继续城市治理水平提升持续推进,0,0,True
土鳖,1,1,True
持续正在谢谢你,0,0,True
不爱你,1,0,False
